worker_id,date,income,platform,hours_worked,data_source
SYN001,2026-04-08,305,Delivery,9.0,synthetic_demo
SYN001,2026-04-09,402,Delivery,8.6,synthetic_demo
SYN001,2026-04-10,405,Delivery,7.1,synthetic_demo
SYN001,2026-04-11,554,Delivery,7.1,synthetic_demo
SYN001,2026-04-12,365,Delivery,9.0,synthetic_demo
SYN001,2026-04-13,303,Delivery,9.6,synthetic_demo
SYN001,2026-04-14,377,Delivery,9.2,synthetic_demo
SYN001,2026-04-15,354,Delivery,9.4,synthetic_demo
SYN001,2026-04-16,387,Delivery,8.2,synthetic_demo
SYN001,2026-04-17,463,Delivery,8.2,synthetic_demo
SYN001,2026-04-18,394,Delivery,9.2,synthetic_demo
SYN001,2026-04-19,454,Delivery,8.1,synthetic_demo
SYN001,2026-04-20,0,Delivery,0,synthetic_demo
SYN001,2026-04-21,363,Delivery,8.0,synthetic_demo
SYN001,2026-04-22,435,Delivery,9.6,synthetic_demo
SYN001,2026-04-23,339,Delivery,7.8,synthetic_demo
SYN001,2026-04-24,355,Delivery,9.3,synthetic_demo
SYN001,2026-04-25,358,Delivery,9.5,synthetic_demo
SYN001,2026-04-26,409,Delivery,7.0,synthetic_demo
SYN001,2026-04-27,325,Delivery,9.9,synthetic_demo
SYN001,2026-04-28,0,Delivery,0,synthetic_demo
SYN001,2026-04-29,310,Delivery,8.3,synthetic_demo
SYN001,2026-04-30,418,Delivery,7.3,synthetic_demo
SYN001,2026-05-01,395,Delivery,8.3,synthetic_demo
SYN001,2026-05-02,442,Delivery,9.4,synthetic_demo
SYN001,2026-05-03,481,Delivery,7.5,synthetic_demo
SYN001,2026-05-04,305,Delivery,9.8,synthetic_demo
SYN001,2026-05-05,294,Delivery,7.3,synthetic_demo
SYN001,2026-05-06,307,Delivery,8.5,synthetic_demo
SYN001,2026-05-07,329,Delivery,8.6,synthetic_demo
SYN001,2026-05-08,449,Delivery,9.0,synthetic_demo
SYN001,2026-05-09,426,Delivery,8.7,synthetic_demo
SYN001,2026-05-10,381,Delivery,9.5,synthetic_demo
SYN001,2026-05-11,342,Delivery,8.8,synthetic_demo
SYN001,2026-05-12,396,Delivery,8.3,synthetic_demo
SYN001,2026-05-13,277,Delivery,9.9,synthetic_demo
SYN001,2026-05-14,351,Delivery,8.9,synthetic_demo
SYN001,2026-05-15,356,Delivery,7.2,synthetic_demo
SYN001,2026-05-16,368,Delivery,7.7,synthetic_demo
SYN001,2026-05-17,416,Delivery,7.1,synthetic_demo
SYN001,2026-05-18,305,Delivery,8.8,synthetic_demo
SYN001,2026-05-19,256,Delivery,8.7,synthetic_demo
SYN001,2026-05-20,367,Delivery,8.1,synthetic_demo
SYN001,2026-05-21,391,Delivery,9.7,synthetic_demo
SYN001,2026-05-22,438,Delivery,9.6,synthetic_demo
SYN001,2026-05-23,440,Delivery,9.1,synthetic_demo
SYN001,2026-05-24,486,Delivery,8.6,synthetic_demo
SYN001,2026-05-25,337,Delivery,8.4,synthetic_demo
SYN001,2026-05-26,343,Delivery,8.6,synthetic_demo
SYN001,2026-05-27,344,Delivery,9.4,synthetic_demo
SYN001,2026-05-28,310,Delivery,8.2,synthetic_demo
SYN001,2026-05-29,360,Delivery,9.6,synthetic_demo
SYN001,2026-05-30,430,Delivery,9.2,synthetic_demo
SYN001,2026-05-31,390,Delivery,8.4,synthetic_demo
SYN001,2026-06-01,383,Delivery,8.3,synthetic_demo
SYN001,2026-06-02,331,Delivery,9.7,synthetic_demo
SYN001,2026-06-03,376,Delivery,7.4,synthetic_demo
SYN001,2026-06-04,367,Delivery,8.2,synthetic_demo
SYN001,2026-06-05,406,Delivery,8.4,synthetic_demo
SYN001,2026-06-06,443,Delivery,9.3,synthetic_demo
SYN001,2026-06-07,363,Delivery,7.0,synthetic_demo
SYN001,2026-06-08,284,Delivery,9.8,synthetic_demo
SYN001,2026-06-09,307,Delivery,8.1,synthetic_demo
SYN001,2026-06-10,364,Delivery,9.2,synthetic_demo
SYN001,2026-06-11,308,Delivery,9.7,synthetic_demo
SYN001,2026-06-12,373,Delivery,8.1,synthetic_demo
SYN001,2026-06-13,471,Delivery,9.4,synthetic_demo
SYN001,2026-06-14,455,Delivery,9.9,synthetic_demo
SYN001,2026-06-15,251,Delivery,9.7,synthetic_demo
SYN001,2026-06-16,317,Delivery,8.2,synthetic_demo
SYN001,2026-06-17,325,Delivery,7.5,synthetic_demo
SYN001,2026-06-18,328,Delivery,8.0,synthetic_demo
SYN001,2026-06-19,420,Delivery,7.8,synthetic_demo
SYN001,2026-06-20,337,Delivery,8.4,synthetic_demo
SYN001,2026-06-21,439,Delivery,7.1,synthetic_demo
SYN001,2026-06-22,319,Delivery,9.9,synthetic_demo
SYN001,2026-06-23,0,Delivery,0,synthetic_demo
SYN001,2026-06-24,0,Delivery,0,synthetic_demo
SYN001,2026-06-25,421,Delivery,7.7,synthetic_demo
SYN001,2026-06-26,454,Delivery,8.4,synthetic_demo
SYN001,2026-06-27,488,Delivery,8.1,synthetic_demo
SYN001,2026-06-28,466,Delivery,9.3,synthetic_demo
SYN001,2026-06-29,303,Delivery,7.9,synthetic_demo
SYN002,2026-01-01,1339,Delivery,6.2,synthetic_demo
SYN002,2026-01-02,1969,Delivery,7.4,synthetic_demo
SYN002,2026-01-03,1472,Delivery,6.8,synthetic_demo
SYN002,2026-01-04,1467,Delivery,5.7,synthetic_demo
SYN002,2026-01-05,1506,Delivery,6.7,synthetic_demo
SYN002,2026-01-06,1253,Delivery,6.4,synthetic_demo
SYN002,2026-01-07,1107,Delivery,5.9,synthetic_demo
SYN002,2026-01-08,1364,Delivery,7.1,synthetic_demo
SYN002,2026-01-09,1959,Delivery,6.6,synthetic_demo
SYN002,2026-01-10,1256,Delivery,6.9,synthetic_demo
SYN002,2026-01-11,1535,Delivery,6.2,synthetic_demo
SYN002,2026-01-12,1885,Delivery,7.3,synthetic_demo
SYN002,2026-01-13,1097,Delivery,6.7,synthetic_demo
SYN002,2026-01-14,1036,Delivery,6.7,synthetic_demo
SYN002,2026-01-15,1306,Delivery,6.9,synthetic_demo
SYN002,2026-01-16,1716,Delivery,6.8,synthetic_demo
SYN002,2026-01-17,1679,Delivery,6.5,synthetic_demo
SYN002,2026-01-18,1766,Delivery,6.1,synthetic_demo
SYN002,2026-01-19,1129,Delivery,5.5,synthetic_demo
SYN002,2026-01-20,914,Delivery,6.5,synthetic_demo
SYN002,2026-01-21,1128,Delivery,6.8,synthetic_demo
SYN002,2026-01-22,1057,Delivery,7.9,synthetic_demo
SYN002,2026-01-23,1208,Delivery,6.2,synthetic_demo
SYN002,2026-01-24,1915,Delivery,7.2,synthetic_demo
SYN002,2026-01-25,1473,Delivery,7.2,synthetic_demo
SYN002,2026-01-26,489,Delivery,7.3,synthetic_demo
SYN002,2026-01-27,805,Delivery,6.9,synthetic_demo
SYN002,2026-01-28,1002,Delivery,7.5,synthetic_demo
SYN002,2026-01-29,1147,Delivery,7.2,synthetic_demo
SYN002,2026-01-30,1664,Delivery,5.6,synthetic_demo
SYN002,2026-01-31,1338,Delivery,7.0,synthetic_demo
SYN002,2026-02-01,2366,Delivery,5.7,synthetic_demo
SYN002,2026-02-02,0,Delivery,0,synthetic_demo
SYN002,2026-02-03,1566,Delivery,7.8,synthetic_demo
SYN002,2026-02-04,1383,Delivery,5.7,synthetic_demo
SYN002,2026-02-05,1202,Delivery,6.9,synthetic_demo
SYN002,2026-02-06,1807,Delivery,7.8,synthetic_demo
SYN002,2026-02-07,2151,Delivery,6.1,synthetic_demo
SYN002,2026-02-08,1088,Delivery,7.0,synthetic_demo
SYN002,2026-02-09,1406,Delivery,6.4,synthetic_demo
SYN002,2026-02-10,1117,Delivery,6.5,synthetic_demo
SYN002,2026-02-11,1682,Delivery,5.6,synthetic_demo
SYN002,2026-02-12,1766,Delivery,7.0,synthetic_demo
SYN002,2026-02-13,1786,Delivery,5.7,synthetic_demo
SYN002,2026-02-14,1370,Delivery,6.5,synthetic_demo
SYN002,2026-02-15,1448,Delivery,6.6,synthetic_demo
SYN002,2026-02-16,0,Delivery,0,synthetic_demo
SYN002,2026-02-17,1472,Delivery,5.7,synthetic_demo
SYN002,2026-02-18,1236,Delivery,6.9,synthetic_demo
SYN002,2026-02-19,1892,Delivery,6.0,synthetic_demo
SYN002,2026-02-20,1472,Delivery,6.1,synthetic_demo
SYN002,2026-02-21,1798,Delivery,5.6,synthetic_demo
SYN002,2026-02-22,951,Delivery,7.7,synthetic_demo
SYN002,2026-02-23,902,Delivery,6.6,synthetic_demo
SYN002,2026-02-24,1040,Delivery,6.8,synthetic_demo
SYN002,2026-02-25,1431,Delivery,6.9,synthetic_demo
SYN002,2026-02-26,1284,Delivery,5.6,synthetic_demo
SYN002,2026-02-27,969,Delivery,7.1,synthetic_demo
SYN002,2026-02-28,1517,Delivery,7.3,synthetic_demo
SYN002,2026-03-01,1481,Delivery,6.9,synthetic_demo
SYN002,2026-03-02,1372,Delivery,6.6,synthetic_demo
SYN002,2026-03-03,1560,Delivery,7.9,synthetic_demo
SYN002,2026-03-04,1612,Delivery,6.6,synthetic_demo
SYN002,2026-03-05,547,Delivery,6.3,synthetic_demo
SYN002,2026-03-06,1635,Delivery,6.7,synthetic_demo
SYN002,2026-03-07,1921,Delivery,6.5,synthetic_demo
SYN002,2026-03-08,1675,Delivery,6.1,synthetic_demo
SYN002,2026-03-09,1241,Delivery,7.4,synthetic_demo
SYN002,2026-03-10,1244,Delivery,7.6,synthetic_demo
SYN002,2026-03-11,1276,Delivery,5.6,synthetic_demo
SYN002,2026-03-12,1057,Delivery,6.6,synthetic_demo
SYN002,2026-03-13,1158,Delivery,6.1,synthetic_demo
SYN002,2026-03-14,1399,Delivery,6.7,synthetic_demo
SYN002,2026-03-15,0,Delivery,0,synthetic_demo
SYN002,2026-03-16,1354,Delivery,6.2,synthetic_demo
SYN002,2026-03-17,0,Delivery,0,synthetic_demo
SYN002,2026-03-18,1386,Delivery,5.8,synthetic_demo
SYN002,2026-03-19,1941,Delivery,7.1,synthetic_demo
SYN002,2026-03-20,1712,Delivery,7.2,synthetic_demo
SYN002,2026-03-21,1457,Delivery,6.7,synthetic_demo
SYN002,2026-03-22,754,Delivery,6.0,synthetic_demo
SYN002,2026-03-23,716,Delivery,7.3,synthetic_demo
SYN002,2026-03-24,972,Delivery,7.6,synthetic_demo
SYN002,2026-03-25,865,Delivery,7.4,synthetic_demo
SYN002,2026-03-26,1053,Delivery,7.5,synthetic_demo
SYN002,2026-03-27,1456,Delivery,7.1,synthetic_demo
SYN002,2026-03-28,1171,Delivery,6.3,synthetic_demo
SYN002,2026-03-29,1665,Delivery,6.4,synthetic_demo
SYN002,2026-03-30,1781,Delivery,6.1,synthetic_demo
SYN002,2026-03-31,623,Delivery,7.6,synthetic_demo
SYN002,2026-04-01,1146,Delivery,7.7,synthetic_demo
SYN002,2026-04-02,1664,Delivery,7.9,synthetic_demo
SYN002,2026-04-03,1332,Delivery,7.8,synthetic_demo
SYN002,2026-04-04,1410,Delivery,7.8,synthetic_demo
SYN002,2026-04-05,2104,Delivery,5.7,synthetic_demo
SYN002,2026-04-06,1552,Delivery,5.5,synthetic_demo
SYN002,2026-04-07,1791,Delivery,5.7,synthetic_demo
SYN002,2026-04-08,692,Delivery,6.1,synthetic_demo
SYN002,2026-04-09,1227,Delivery,6.3,synthetic_demo
SYN002,2026-04-10,1536,Delivery,6.8,synthetic_demo
SYN002,2026-04-11,1028,Delivery,6.7,synthetic_demo
SYN002,2026-04-12,974,Delivery,7.0,synthetic_demo
SYN002,2026-04-13,1120,Delivery,6.0,synthetic_demo
SYN002,2026-04-14,1016,Delivery,7.9,synthetic_demo
SYN002,2026-04-15,1254,Delivery,5.9,synthetic_demo
SYN002,2026-04-16,1191,Delivery,5.6,synthetic_demo
SYN002,2026-04-17,1762,Delivery,6.5,synthetic_demo
SYN002,2026-04-18,1719,Delivery,6.5,synthetic_demo
SYN002,2026-04-19,1627,Delivery,7.0,synthetic_demo
SYN002,2026-04-20,1384,Delivery,7.1,synthetic_demo
SYN002,2026-04-21,1054,Delivery,7.0,synthetic_demo
SYN002,2026-04-22,1182,Delivery,7.1,synthetic_demo
SYN002,2026-04-23,1075,Delivery,6.8,synthetic_demo
SYN002,2026-04-24,1515,Delivery,7.8,synthetic_demo
SYN002,2026-04-25,1294,Delivery,7.2,synthetic_demo
SYN002,2026-04-26,2435,Delivery,6.2,synthetic_demo
SYN002,2026-04-27,1304,Delivery,6.4,synthetic_demo
SYN002,2026-04-28,1131,Delivery,6.2,synthetic_demo
SYN002,2026-04-29,1884,Delivery,6.5,synthetic_demo
SYN002,2026-04-30,0,Delivery,0,synthetic_demo
SYN002,2026-05-01,1621,Delivery,7.7,synthetic_demo
SYN002,2026-05-02,569,Delivery,7.5,synthetic_demo
SYN002,2026-05-03,1575,Delivery,7.4,synthetic_demo
SYN002,2026-05-04,1009,Delivery,6.0,synthetic_demo
SYN002,2026-05-05,1264,Delivery,7.1,synthetic_demo
SYN002,2026-05-06,761,Delivery,5.7,synthetic_demo
SYN002,2026-05-07,1892,Delivery,5.6,synthetic_demo
SYN002,2026-05-08,1607,Delivery,5.8,synthetic_demo
SYN002,2026-05-09,1411,Delivery,6.0,synthetic_demo
SYN002,2026-05-10,1874,Delivery,7.6,synthetic_demo
SYN002,2026-05-11,985,Delivery,5.9,synthetic_demo
SYN002,2026-05-12,1245,Delivery,7.8,synthetic_demo
SYN002,2026-05-13,1121,Delivery,7.4,synthetic_demo
SYN002,2026-05-14,1969,Delivery,5.7,synthetic_demo
SYN002,2026-05-15,1537,Delivery,7.1,synthetic_demo
SYN002,2026-05-16,2175,Delivery,7.5,synthetic_demo
SYN002,2026-05-17,1848,Delivery,6.1,synthetic_demo
SYN002,2026-05-18,1382,Delivery,6.4,synthetic_demo
SYN002,2026-05-19,1226,Delivery,7.0,synthetic_demo
SYN002,2026-05-20,1609,Delivery,7.1,synthetic_demo
SYN002,2026-05-21,771,Delivery,6.3,synthetic_demo
SYN002,2026-05-22,879,Delivery,7.1,synthetic_demo
SYN002,2026-05-23,1012,Delivery,7.1,synthetic_demo
SYN002,2026-05-24,1664,Delivery,5.6,synthetic_demo
SYN002,2026-05-25,0,Delivery,0,synthetic_demo
SYN002,2026-05-26,1246,Delivery,6.8,synthetic_demo
SYN002,2026-05-27,770,Delivery,7.2,synthetic_demo
SYN002,2026-05-28,1916,Delivery,6.9,synthetic_demo
SYN002,2026-05-29,1846,Delivery,7.5,synthetic_demo
SYN002,2026-05-30,1228,Delivery,7.8,synthetic_demo
SYN002,2026-05-31,1441,Delivery,6.6,synthetic_demo
SYN002,2026-06-01,1031,Delivery,6.4,synthetic_demo
SYN002,2026-06-02,811,Delivery,7.1,synthetic_demo
SYN002,2026-06-03,1807,Delivery,6.2,synthetic_demo
SYN002,2026-06-04,1918,Delivery,5.7,synthetic_demo
SYN002,2026-06-05,1252,Delivery,7.0,synthetic_demo
SYN002,2026-06-06,1936,Delivery,7.9,synthetic_demo
SYN002,2026-06-07,1643,Delivery,6.0,synthetic_demo
SYN002,2026-06-08,853,Delivery,7.5,synthetic_demo
SYN002,2026-06-09,1117,Delivery,7.4,synthetic_demo
SYN002,2026-06-10,1094,Delivery,7.9,synthetic_demo
SYN002,2026-06-11,1194,Delivery,6.8,synthetic_demo
SYN002,2026-06-12,2009,Delivery,5.8,synthetic_demo
SYN002,2026-06-13,2102,Delivery,7.4,synthetic_demo
SYN002,2026-06-14,1831,Delivery,5.8,synthetic_demo
SYN002,2026-06-15,1249,Delivery,5.8,synthetic_demo
SYN002,2026-06-16,980,Delivery,6.9,synthetic_demo
SYN002,2026-06-17,1401,Delivery,6.0,synthetic_demo
SYN002,2026-06-18,1243,Delivery,7.1,synthetic_demo
SYN002,2026-06-19,694,Delivery,7.0,synthetic_demo
SYN002,2026-06-20,0,Delivery,0,synthetic_demo
SYN002,2026-06-21,1534,Delivery,5.8,synthetic_demo
SYN002,2026-06-22,629,Delivery,6.3,synthetic_demo
SYN002,2026-06-23,1480,Delivery,5.8,synthetic_demo
SYN002,2026-06-24,876,Delivery,6.4,synthetic_demo
SYN002,2026-06-25,1082,Delivery,6.2,synthetic_demo
SYN002,2026-06-26,893,Delivery,5.8,synthetic_demo
SYN002,2026-06-27,1901,Delivery,7.6,synthetic_demo
SYN002,2026-06-28,1805,Delivery,7.6,synthetic_demo
SYN002,2026-06-29,992,Delivery,7.5,synthetic_demo
SYN003,2026-01-01,839,Home services,7.9,synthetic_demo
SYN003,2026-01-02,792,Home services,7.7,synthetic_demo
SYN003,2026-01-03,940,Home services,8.3,synthetic_demo
SYN003,2026-01-04,766,Home services,7.9,synthetic_demo
SYN003,2026-01-05,902,Home services,9.3,synthetic_demo
SYN003,2026-01-06,762,Home services,7.5,synthetic_demo
SYN003,2026-01-07,931,Home services,7.1,synthetic_demo
SYN003,2026-01-08,877,Home services,9.1,synthetic_demo
SYN003,2026-01-09,707,Home services,7.5,synthetic_demo
SYN003,2026-01-10,673,Home services,7.9,synthetic_demo
SYN003,2026-01-11,683,Home services,8.6,synthetic_demo
SYN003,2026-01-12,617,Home services,8.4,synthetic_demo
SYN003,2026-01-13,792,Home services,7.5,synthetic_demo
SYN003,2026-01-14,781,Home services,9.3,synthetic_demo
SYN003,2026-01-15,813,Home services,8.6,synthetic_demo
SYN003,2026-01-16,812,Home services,8.8,synthetic_demo
SYN003,2026-01-17,793,Home services,7.8,synthetic_demo
SYN003,2026-01-18,730,Home services,7.1,synthetic_demo
SYN003,2026-01-19,649,Home services,8.4,synthetic_demo
SYN003,2026-01-20,1052,Home services,7.1,synthetic_demo
SYN003,2026-01-21,851,Home services,8.0,synthetic_demo
SYN003,2026-01-22,795,Home services,8.4,synthetic_demo
SYN003,2026-01-23,778,Home services,7.7,synthetic_demo
SYN003,2026-01-24,801,Home services,8.6,synthetic_demo
SYN003,2026-01-25,574,Home services,7.3,synthetic_demo
SYN003,2026-01-26,752,Home services,6.8,synthetic_demo
SYN003,2026-01-27,983,Home services,8.9,synthetic_demo
SYN003,2026-01-28,728,Home services,7.0,synthetic_demo
SYN003,2026-01-29,718,Home services,8.2,synthetic_demo
SYN003,2026-01-30,769,Home services,8.3,synthetic_demo
SYN003,2026-01-31,613,Home services,8.8,synthetic_demo
SYN003,2026-02-01,732,Home services,8.0,synthetic_demo
SYN003,2026-02-02,716,Home services,7.8,synthetic_demo
SYN003,2026-02-03,901,Home services,7.5,synthetic_demo
SYN003,2026-02-04,863,Home services,9.4,synthetic_demo
SYN003,2026-02-05,754,Home services,8.7,synthetic_demo
SYN003,2026-02-06,690,Home services,7.9,synthetic_demo
SYN003,2026-02-07,690,Home services,6.9,synthetic_demo
SYN003,2026-02-08,646,Home services,8.9,synthetic_demo
SYN003,2026-02-09,677,Home services,8.5,synthetic_demo
SYN003,2026-02-10,850,Home services,7.7,synthetic_demo
SYN003,2026-02-11,979,Home services,8.5,synthetic_demo
SYN003,2026-02-12,834,Home services,7.2,synthetic_demo
SYN003,2026-02-13,784,Home services,8.9,synthetic_demo
SYN003,2026-02-14,801,Home services,8.0,synthetic_demo
SYN003,2026-02-15,602,Home services,8.3,synthetic_demo
SYN003,2026-02-16,873,Home services,9.5,synthetic_demo
SYN003,2026-02-17,660,Home services,9.5,synthetic_demo
SYN003,2026-02-18,657,Home services,8.5,synthetic_demo
SYN003,2026-02-19,805,Home services,8.4,synthetic_demo
SYN003,2026-02-20,837,Home services,6.8,synthetic_demo
SYN003,2026-02-21,711,Home services,7.5,synthetic_demo
SYN003,2026-02-22,680,Home services,8.4,synthetic_demo
SYN003,2026-02-23,740,Home services,8.4,synthetic_demo
SYN003,2026-02-24,766,Home services,9.3,synthetic_demo
SYN003,2026-02-25,740,Home services,7.2,synthetic_demo
SYN003,2026-02-26,466,Home services,8.0,synthetic_demo
SYN003,2026-02-27,720,Home services,9.1,synthetic_demo
SYN003,2026-02-28,780,Home services,6.8,synthetic_demo
SYN003,2026-03-01,704,Home services,9.5,synthetic_demo
SYN003,2026-03-02,659,Home services,9.3,synthetic_demo
SYN003,2026-03-03,692,Home services,8.9,synthetic_demo
SYN003,2026-03-04,924,Home services,7.6,synthetic_demo
SYN003,2026-03-05,798,Home services,8.3,synthetic_demo
SYN003,2026-03-06,714,Home services,9.5,synthetic_demo
SYN003,2026-03-07,844,Home services,7.1,synthetic_demo
SYN003,2026-03-08,520,Home services,7.6,synthetic_demo
SYN003,2026-03-09,524,Home services,8.6,synthetic_demo
SYN003,2026-03-10,744,Home services,8.3,synthetic_demo
SYN003,2026-03-11,716,Home services,7.6,synthetic_demo
SYN003,2026-03-12,661,Home services,9.6,synthetic_demo
SYN003,2026-03-13,462,Home services,6.9,synthetic_demo
SYN003,2026-03-14,628,Home services,7.6,synthetic_demo
SYN003,2026-03-15,624,Home services,7.7,synthetic_demo
SYN003,2026-03-16,912,Home services,7.1,synthetic_demo
SYN003,2026-03-17,1240,Home services,9.0,synthetic_demo
SYN003,2026-03-18,575,Home services,8.2,synthetic_demo
SYN003,2026-03-19,690,Home services,9.2,synthetic_demo
SYN003,2026-03-20,655,Home services,7.2,synthetic_demo
SYN003,2026-03-21,609,Home services,8.5,synthetic_demo
SYN003,2026-03-22,615,Home services,7.7,synthetic_demo
SYN003,2026-03-23,692,Home services,9.5,synthetic_demo
SYN003,2026-03-24,748,Home services,7.3,synthetic_demo
SYN003,2026-03-25,553,Home services,9.5,synthetic_demo
SYN003,2026-03-26,789,Home services,8.6,synthetic_demo
SYN003,2026-03-27,661,Home services,7.9,synthetic_demo
SYN003,2026-03-28,657,Home services,7.9,synthetic_demo
SYN003,2026-03-29,507,Home services,7.2,synthetic_demo
SYN003,2026-03-30,744,Home services,8.1,synthetic_demo
